reviews,sentiment,sentiment_label
"first time flew british airway , huge disappointment . seat quite good , food simple service subpar . , heathrow airport , hub , far worst large airport ’ seen europe . landed dc email saying luggage stayed london . last wednesday . airtag could follow suitcase . came washington following day , thursday . ever since , ’ sitting airport . british offer mean communication : online chat bot . bot tell call number england . . ’ another bot . say inquiry luggage sends link via sm hang . option talk human . claim form gave ’ local phone , reach voicemail . keep calling ( 6 time today ) leaving message , saying airtag show suitcase iad offering go pick ’ need deliver . one reply voicemail . basically shut , luggage , information , customer service one talk .",-0.016547619047619044,negative
"pretty good flight still small thing improved . check quick . lounge good - tasty food well chosen wine . disappointingly secured gate bus aircraft hot scrum . got last bus avoid crush . emirate , turkish , lufthansa , qatar plane gate ... ba ? penny-pinching ? turned cabin crew forgot last bus ask welcome drink . came champagne actually cold . well done ba ... first time managed serve champagne cold 10 year flying . big improvement . cabin seat lovely always ( greatly prefer emirate white/gold bling ) . drink service prompt . ife good . starter ( trout ) ok. main ( chicken ) excellent . cheese sold cold ( ) . wine excellent . disturbed night got good sleep comfy bed . cabin bit warm though personal preference . woken ( asked ) served tasty breakfast . small detail - impossible get water 100c altitude maybe ba could warm ceramic coffee cup coffee retains heat bit longer ? pouring quite hot coffee nice ( cold ) china mug mean lukewarm instantly . plane record time ( 2 minute ) parking . bag waiting u belt . excellent work ground staff . overall 8/10 . improvement point : gate bus plane ; n't forget passenger last bus board late ( well pushback ) . standout cabin crew member `` miguel '' - star .",0.1663377192982456,positive
"check fine , priority/fast track line security boarding . one lounge option first class customer mexico city , american airline admiral club , abysmal . free bar , serving cheap alcohol – awful food selection – nowhere shower . board – find seat really comfortable . crew fantastic , ’ starting really see consistency quality first class crew . drink selection fine . food appalling . victim new supper service . basically dinner service lot le options/choice . fish/seafood option either starter main . first choice main unavailable two loaded . fillet steak , drying overcooked , heard least three people send back . pretty impressive cabin eight passenger .. dreadful dessert cheeseboard . luggage swiftly end – good see priority tagging working .",0.12825126262626263,positive
"british airway absolute rubbish . fly amsterdam urgent appointment . flight cancelled last minute presumably due bad weather . 've kept u gate saying plane could n't land literally every plane airport taking landing zero issue . another klm flight amsterdam scheduled depart time . took time another klm flight amsterdam later evening also took without problem . 's one operated british airway cancelled 'the bad weather ' . apparently , weather bad every plane could land take successfully apart . rebook eurostar next day would still miss important appointment intended go amsterdam . thanks british airway .",0.010937500000000027,positive
"flight time changed last minute without warning assistance provided ground staff ( 3rd party agent ) regarding impact delay , help forthcoming phoneline . nobody airline want take responsibility anything . fundamentally unreliable airline . onboard service poor even good low cost airline .",0.059999999999999984,positive
"'m fraustrated . flight cancelled last minute , n't end world , even though earliest could get re-booked three day later . 's insane saga event proceeded claim compensation 'm legally entitled according eu rule . used claim page ok. became incomprehensibly frustrating . case closed confirmation conclusion money . tried calling kept lead circle ; customer service ca n't speak claim team , claim team ca n't spoken directly , customer service n't access claim team 's system . 4 call later 'nothing could done ' . throw toy pram last call someone finally updated . thought end ; confirmed claim would transferred due . , got amount wrong . wrote highlight said would rectify . almost 1 month since original flight cancelled still n't received owed compensation wife son . sent two email last two day 've yet get response . criminal adhering aviation rule dictate compensation cancelled flight . terrible customer service honestly ca n't belive ba capable awful service .",-0.10238095238095239,negative
sat plane hour forty five minute awaiting takeoff due bad weather london . understandable safety . fortunately long layover delay affect . however many others lucky . waiting given one small bottle water one tiny pack corn kernel . later food drink offered purchase . complaint . sitting idle plane nearly two hour possibly missing connecting flight ’ give u free bag chip coke ? asked told . british airway really cheap money grubbing ?,0.007738095238095243,positive
"although like many day , avoid ba long haul london heathrow due perception poor service lack customer service thing go wrong , pleasantly surprised recent flight belfast . aircraft actually left time arrived ahead schedule . cabin crew looked bored uninspired often ba ( read time ) ’ really matter . quiet flight say emergency exit unchallenged handy . would fly ba pressed .",0.008928571428571421,positive
"flight british airway best . flight attendant outstanding - processional , attentive helpful . food good seat/lie flat bed comfortable . love smart design a350 club world cabin . wonderful flight home !",0.4444805194805195,positive
"disappointing service , plane interior terribly incompetent customer service booked flight directly ba 's website . soon started get email saying selected seat ( paid extra selection ) changed ba without reason given directed website . found information said seat change . happened several time ( 4 flight altogether ) . website seems digital dinosaur . first leg flight fine , discovered transfer area heathrow forgot new laptop onboard . immediately contacted ba 's called customer service ( oxymoron ) , basically said anything , would wait cleaner ( working contractor ) would finished job hope would discover laptop return called lost & found airport . ba 's customer service said could n't contact colleague terminal/gate plane still let know lost laptop seat 27a plane ( yes told exactly laptop ) . would n't take contact detail either notify laptop would returned refused register incident . simply interest assisting n't even make attempt pretend . communication via online customer service poor , n't even respond message . end emailed representative heathrow replied message form supervisor ( reveal name ) : `` duty british airway find lost property behalf passenger , however would like dispute contact customer relation online feedback . '' took responsibility referred smartecarte , contractor cleaning plane apparently collecting lost item heathrow . received laptop , worth 2 thousand gbp , back 3 week later . flight london cape town ( ~12 hour ) , unpleasant . flight attendant seemingly unenthusiastic job , took hour collect trash meal , also distributed extremely slowly . food good . boarding slow inefficient . drink offered twice ( otherwise 'd ask especially ) long flight . seat fabric , uncomfortable room scarce relax sleep . flying british airway disappointing keen flying .",-0.05372960372960373,negative
transit visa required partner transit via london iceland . buy separate ticket via another airline . reach iceland emailed british airway telling wo n't using return ticket requested partial refund . 2 day later . received email customer service need contact one service centre via provided link . replied say link go page various british landline phone number call explained overseas practical via international call . replied say contacting service centre . airline end taking money regardless .,-0.016666666666666666,negative
"surprised receive confirmation pre-flight 69 kg luggage allowance . later confirmed one 23 kg checked , another 23 kg carry seat , third 23 kg carry overhead stowage . checkin opened bit late , line executive club member even later , courteous efficient . long queue passport control fault brexit , ba . seat screen ; earphone socket ; charge point ; seat recline ; boarding music . low cost carrier . captain announced `` wonderful service emily crew '' - maybe club class , economy cabin . announced would serve complimentary water snack , snack came . also announced would free text messaging exec club member , could n't get work , although member . snack sold , twice tui price . example cadbury 's chocolate finger £3.50 . chose ba time booked cheaper charter carrier . british must n't forget ba 's impeccable safety record normally reliable service . landing purser thanked crew hard work . seems pushing one small cart aisle four hour constitutes hard work ba . least time .",0.11666666666666667,positive
"flight cancelled , refunding money saying took flight never happened . refunding new flight booked , hotel , food stranded . provide food water waiting hour tarmac . provide information n't refunding flight never happened . saying information .",0.13636363636363635,positive
"visa issue , hence , debarred flying . ground staff mumbai excellent ( woman named brinelle ) helpful understanding . rebook ticket , original journey consisting 3 leg , ba forced rebook entire ticket , system allow rebook one leg ( even though gap 13 day two leg , like connecting flight ) . telephone operator rude , took 45 minute kept saying needed 3-4 minute give clarity . horrendous . final price offered rebooking 2 3 leg much original fare 3 leg . torturous , ba horrendous website allow . poor experience , .",0.09374999999999999,positive
"singapore heathrow ba . two choice route a380 777-300. economy premium ( first ) ’ much . club world 777 win suite . check easy . security passport control singapore efficient . choice 3 lounge ( ba , qantas qatar ) latter win easily . ba lounge ok major negative . qantas win space . boarding time . aircraft high density club world cabin . service fine . club suite good . ’ food beverage targeted feel . 1st meal starter good , main beef fillet average , sentiment cheese . wine acceptable . champagne choice cheap try . service meal efficient given full cabin . breakfast similar . menu suggested might want skip main course opt starter dessert , work ba , major shift lounge option sourced presented would needed . slept well , arrived early , luggage quickly ( ) reasonable flight overall . warning ba food beverage club world drifting wrong direction",0.25967948717948725,positive
"recently travelled munich london british airway , turned absolute nightmare . trouble began malfunctioning app . despite checking successfully , unable retrieve boarding pass . upon arrival airport , discovered self-service kiosk , check-in desk completely unattended . seeking help information desk , directed staff member clearly want assist u . dismissive attitude infuriating , despite showing app indicating checked , simply told u call customer service walked away without providing assistance . put hold 25 minute sent several different staff member ’ help u , finally reached someone phone kind ultimately powerless resolve issue . point , flight delayed , wasted two hour trying print boarding pass . followed complaint , british airway basically dismissed concern told use app next time—ignoring fact app 's failure caused problem first place ! experience cost u staggering £682.43 additional expense , including new flight , hotel stay , taxi fare , fine . missing work explaining absurd situation employer incredibly embarrassing . british airway clearly need improve customer service technology . app website going fail , must provide adequate support airport . never fly , urge others consider alternative airline .",-0.03392676767676769,negative
"decided treat teenage daughter world traveller plus return leg canada holiday , paying hundred pound extra ... end spending nine half hour trapped broken seat staring blank screen entertainment system failed work . n't bought book uploaded film assumed would enjoying entertainment ba promised . decided lie back get rest instead , discover leg rest seat n't work . flight attendant able prop manually shoving thing underneath , unfortunately made matter worse became firmly stuck position , forcing body awkward position descent , keep seatback upright , leaving back pain lasted three day ( bad lower back ) . early experience asked moved economy could sit normally watch film , flight full space . apologetic flight attendant assured would receive compensation , assumed meant airline would , least , upgrade u next time flew ba , since unable enjoy advertised benefit world traveller plus ( two u one suitcase , n't made use extra baggage allowance ) . ba 's actual compensation offer : £25 worth avios point . wrote back ( since ba n't allow direct telephone contact complaint department ) explaining firmly politely fair acceptable , given hundred extra pound 'd paid added extra airline failed deliver . ghosted . experience cautionary tale british airway customer support . go plan , may well pleasant world traveller plus experience . anything go wrong , support staff wash hand money wasted . unless 're prepared gamble , would advise either stick economy/world traveller ( since 're really paying fly b , manage ) fly another airline . could end like : throwing away extra money experience fell far standard economy class . flight canada , would recommend airline air canada , turned uncertainty covid pandemic exceptional customer service fast , no-nonsense refund . cost bit , life returned normal post-covid , started flying ba , believing high standard customer service longer important . see mistake false economy - one ended costing hundred wasted pound .",0.01715151515151515,positive
"flying ba 15 year . american airline ff gave ba . gold member ba 10 year . thing noticed last 5 year ba . flight attendant getting lazier complacent , cleaning bathroom serving meal . food ba deteriorated point able eat garbage give gold status almost meaningless big scheme thing . never able upgrade business first using avios point accumulated transcon flight . fly ba partner american airllines easily get europe . switched back aa ff program already much better . ba used splendid airline another poor airline european market !",0.14791666666666667,positive
"arriving mexico airport told flight delayed aircraft broken replacement aircraft lhr six hour late . eventually managed check told – contrary ba website – could access 24-hour grand lounge elite instead would use american airline admiral club lounge would close three hour flight left . would use restaurant given food voucher . two hour flight due leave informed aircraft diverted cancun “ volcanic ash cloud mexico city ” – although appear affecting flight airport including europe . eventually arranged taxi take u hotel arrived 1.30am . assured would ba flight leaving time following day . contact local employee stayed hotel . said organise transport refused give u contact detail . ( eventually need transport following day disappeared . ) night , sent email telling u booked onto air canada flight leaving 6.30am . would impossible short notice without canadian epa authorisation . spent two hour trying make contact ba – mexico number work eventually put aeromexico flight economy . told u check soon could meant pay extra £200 seat . later , long call , told could upgraded business aeromexico despite told earlier availability . ba informed u already checked – suggested – could moved took three call aeromexico sort . totally understand aircraft break onus airline rearrange passenger . lucky took trouble making call uk others – disabled lady – told nothing left .",-0.057539682539682536,negative
"flown british airway many year still regularly . one last flight past summer paris boston , british booked connecting flight paris london gave maximum 90 minute connect london . london heathrow massive airport going terminal terminal could take 20-30 minute deplane , including actual time deplane seated back line passport control security terminal . already , one pressed time . flight paris london day tardy , 49 minute tardy day exact . ba flight 323 fact , routinely tardy . – ’ bother one . flight connection assisted calling new gate let know previous flight delayed rushing gate . 30 minute connecting flight depart . ran like fool 25 minute , carryons , arriving gate 5 minute flight depart , greeted plane . agent said since one knew ( false ) plane left without – early . gaining minute important passenger inconvenienced delay . made 20 minute trek back flight connection knowing would rebook following day . going miss wedding destined attend boston . sent prepaid hilton hotel room night told would pay 30 pound way taxi take . gave pamphlet instruction reimbursement . early july . took 4 month complaint british centre effective dispute resolution reimbursed equivalent $ 77 . apology , recognition , even free drink coupon next flight ’ ever take british . like bad insurance claim , british kept denying claim , expecting would go away . well , going away . ’ taking $ 77 using another airline future travel .",0.02391774891774892,positive
appalling service failing defective fleet a380 aircraft . flown four time route return significant delay 2 26 hour every time . ba56 boarded 6:20pm 13 october . flight cancelled technical reason . six hour return custom recover bag . ba management johannesburg night . four hour organise hotel transfer queue 300 people check . room eventually accessed 4:30am attempt re-schedule assist - pilot trying announce process .,0.00833333333333334,positive
"british airway charge pleasure choosing seat put back club turned advantage meant could get seat without climb anybody . seat clean later discovered foldout section would stay foot dangled edge bed extended . boarding complete told departure delayed ba loaded cargo ; told delayed fault one fuel pump . took five hour problem corrected pilot later informed u installed new pump initially thought software issue . time served meal told alcohol permitted curious given already served pre-departure drink . cabin crew male , apparently , based mexico turned pleasant surprise given spoke incredibly positive friendly seemed embarrassed happening . knew old-style seat le acceptable ba ’ petty penny pinching . competition smallest hot towel ba would winner . food sounded nice looked impressive seemed totally tasteless .",0.17436868686868687,positive
"wrong guy ? people pay lot money business class ticket sit squeezed seat legroom , nothing clean , overhead locker empty want put bag seat room leg anymore serve food rubbish . staff demonstrates 's british arrogance manner . decent polite service anymore . really difference easyjet . 's european route .",0.019047619047619053,positive
"booked two business class seat british airway july , 2024 flight september 19 , 2024. told september 19 heathrow airport flight cancelled could one business seat another flight different airport . one british airway contacted u apologize offer refund business class seat lost . filed complaint british airway asked reimbursement september 21 heard word october 11 , 2024. worst flight experience ever . terrible customer service . zero communication customer . even find phone number call british airway website .",-0.2875,negative
"’ flown many airline , recent experience british airway left much desired . in-flight entertainment underwhelming , disappointed lack basic amenity , comfort kit essential like eye mask . positive aspect slightly generous legroom , overall , found service far expectation . impressed .",0.08543123543123543,positive
"recently flew new york back london ba , n't first long haul however first time travelling world traveler plus . boarded aircraft time stress free first impression good . cabin clean leg room good . recline seat generous combined footrest quite comfortable . waiting seat decent quality cushion blanket well amenity kit . amenity kit contained good headphone , sock , eye mask , lip balm , pen toothbrush toothpaste . boarding complete offered pre departure drink orange juice , water champagne option . crew friendly professional upmost ensure everyone happy . air offered hot towel another round drink , time lot selection . drink offered several time throughout flight . menu also handed long take , starter quinoa main choice chicken , meatball pasta vegetarian mushroom dish . chose meatball really good . real complaint flight people getting dish wished . sat last row premium economy cabin time meal service got u chicken dish gone . moral story sit front cabin , likely get preferred meal option . meal chose watch show well sized entertainment screen , ba definitely best inflight entertainment . finally hour landing served breakfast snack , come form warm egg swiss cheese bagel . edible also little soggy n't really taste much , certainly wont craving one anytime soon . touched heathrow time disembarking aircraft picking bag , everything efficient way time .",0.1857819264069264,positive
"flight started seattle wa heading lisbon portugal . 10 hour flight 2 hour layover boarded flight ba502 lisbon . heading runway plane stopped pilot said small mechanical issue mechanic route . hour tarmac flight crew announce going offer complimentary water ? really ! ! another half hour go say flight cancelled , reason time . wait bus remove passenger plane announce staff member back gate help meal voucher , taxi ride hotel accommodation . ? get bus line passenger trying figure ’ happening . staff hand wife $ 10 meal voucher say go upstairs someone help issue . go upstairs nobody know . one staff member hand u paper hotel room tell u get luggage keep receipt taxi reimbursed . nothing else . asked another flight said contact asap . contact ? ? walked away . grabbed luggage headed taxi line . driven hotel receive email flight next day different airline , iberian ? assigned seat together ? ? get hotel barely fit shower double bed . ’ 6 ’ 3 ” 230lbs wife . crazy . get little sleep nothing eat . another taxi ride airport tried use meal voucher good prior day . went first customer service line ’ authorization issue new voucher . finally third customer service line someone issue u new voucher . finally made destination day half later still pay room ’ even use cancellation . ba refuse reimburse u first night missed . filed claim ba nothing far . never fly ba !",0.03106060606060606,positive
"british airway flight edinburgh got delayed 1 h 30 min connecting flight part ticket . literally run next connecting flight british airway lhr delhi . bonus trouble surprise landed delhi got know luggage missing . assured luggage delivered address today 4th oct received yet . shown luggage bbi air port apply leave collect . detail point contact , enter air port without ticket . sort trouble face .",-0.10000000000000002,negative
"british airway world traveller plus ( premium economy ) product need improvement justify high cost economy . yes , seat leg room far superior flight , crew excellent . however , lunch/dinner average , wine selection poor like airline , ba provides revolting snack prior landing . ( snack served economy ) . choice entertainment also requires improvement . ceo sean doyle serious elevating ba one one world ’ best airline ( ) work needed provide better customer experience .",0.23424242424242428,positive
ba barely step low cost airline . try dime nickel everywhere possible . found select seat check anymore baggage . next time go low cost carrier since virtually difference anymore .,0.01,positive
"horrible service boarding landing . flew london marrakech disappointed arrangement boarding , food horrible , staff arrogant seat super uncomfortable 3h40min flight business class . today taking flight marrakech london . recommend .",-0.5833333333333333,negative
"absolutely atrocious . lhr-ord-lhr round-trip . british airway truly disgrace `` national airline '' . eight seat first class , would think could provide genuine `` white glove '' experience . instead , crew first class way inattentive , ill-mannered , badly trained . one get better service mcdonalds . ba 's new first suite small , uncomfortable cubicle , mile behind premium class airline . movie selection poor , wifi work properly . amenity kit tiny , cheap . airplane dirty , clearly cleaned haste . food served first class grim , especially bad ord-lhr sector . crew sector spent time galley , disappeared meal service . overall , british airway continues decline , one would n't fly alternative . add insult injury , ba fly chicago international terminal , decided ord-lhr return fly american airline terminal 3 , including use aa dreadful flagship lounge t3 . course , nothing change , government given ba virtual monopoly , ba continue mediocre leadership care cost , share portfolio .",-0.06917613636363636,negative
"someone fly relentlessly british airway business pleasure , generally routing gold frequent flier ’ come accept shocking food , service , exorbitant price outdated plane . get plane primary role crew safety however said crew look like fallen bed dress properly case men find razor question ability react emergency situation . enough said .",-0.005555555555555554,negative
"flew british airway club europe saturday 31st august . poor lounge berlin brandenburg airport . emailed , say flight delayed explanation , announcement made . staff lounge told delay , airport info screen updated . email said keep checking online update . flight took 99 minute late explanation late arrival plane departure , rushed service . arrival lhr , quickly passport control , almost hour wait baggage arrive carousel . announcement due delay , meaning arriving home 3 hour later arriving .",-0.11309523809523811,negative
straightforward check t5 . new site club check work well . lounge busy good food offering . time departure completely full flight cabin . sound food drink offered exception inferior quality champagne . crew coped well busy quite short flight . slept hour . afternoon tea food good portion small . early landing luggage quickly .,0.2537247474747475,positive
"purchased round trip direct flight business class ticket family hong kong london . day trip , airline cancelled return flight without giving reason booked u flight routing via doha gave u 2 hour layover . day departure , flight delayed 2 hour result `` crew shortage '' . getting flight , enquired whether 'd able make flight told given many passenger flight doha hong kong flight would wait . arrived told flight already departed next flight available 6 hour later . wait 1 hour get boarding pass given access lounge airport hotel . flight reached make complaint ask monetary consideration given experience , airline responded month . paid direct flight premium seating , experience overall poor .",0.06363636363636364,positive
"flight changed one day british airway titan . flight delayed 2 hour . meal served , entertainment . flight changed titan way back .",0.0,neutral
"may never see refund . cancelled return flight sent refund pakistan told must pakistani credit card forgot used purchase flight . took 3+ call admit pakistan card wasnt mine sent someone else money . calling 12 total time 3 month finally sent half refund told n't owe anything . told owed ( 132 $ 700 $ ticket ) , sent pakistan , owe half ( 75 $ ) ?",-0.08333333333333333,negative
"inefficient slow airport operation . resting laurel . many staff standing around little terminal 5 , yet completing basic task - return three time properly document check . fee bad ryanair extra . average , somewhere easyjet , ryanair , . presumably 's 're aiming .",-0.10468749999999999,negative
british airway best . outstanding service flight attendant . dinner good though breakfast could better . excellent ife . lie flat seat extremely comfortable . pleasant flight board a350 .,0.5008333333333334,positive
"excellent flight ! despite 4.5 hour flight a320 configured short hop edinburgh glasgow , despite ife , ended really enjoying flight . n't know really low expectation , thought crew fabulous , food wine surprisingly good . plane looked new perfect condition . start , really liked crew - cheerful , genuine , clearly enjoying work . noticed constantly friendly proactive interaction passenger , food drink came around , generous wine - happily provided top-up later flight . food box deceptively small - actually contained decent selection food , enough keep feeling satisfied trip . regular , detailed , update cockpit also appreciated . whilst hard product flight limited , service - genuine enjoyment crew - .",0.30249750249750257,positive
"recently traveled british airway mixed experience . booking check-in : booking process straightforward , experience baggage counter frustrating . line , three employee counter took 45-minute break processing luggage , caused unnecessary delay . flight : flight london fine , enjoyed time lounge layover , despite delay . connecting flight dfw also fine . baggage issue : unfortunately , luggage make onto flight dfw . arrived dfw wednesday , 8/7/24 , 8/11/24 , still received luggage . customer service : disappointing aspect customer service . dismissive , one taken responsibility provided timeline bag delivered . overall , flight okay , baggage handling customer service horrible .",-0.0494047619047619,negative
"family booked leave london hong kong 2 august . made wait airport 3.5 hour , told midnight aircraft bee struck lightning flight cancelled . everyone sent home ( scramble find transportation ) told wait re-routing information . booked travel two day later hk via middle east 8-hour stopover . needle say refused flight . worst trick ba original flight booking reference deleted system therefore apply compensation additional transportation , hotel meal cost . find word express anger . much apology received !",-0.17916666666666667,negative
"paying $ 6500 ticket family ( including pay $ 400 sit together traveling kid ) , ran chicken dinner . kid picky wont eat vegetarian curry . dont mind curry , fact thought pretty good . least maybe feed kid first check . n't understand run pay much . explanation airline greedy try save nickel make everyone happy . 'm disappointed british airway .",0.061111111111111116,positive
"excellent flight ba cityflyer . plane clean , comfortable spacious . crew friendly , pleasantly surprised offered choice complimentary alcoholic beverage one hour flight ! departure on-time , appreciated cockpit keeping u updated ( encouraging u enjoy view came land london city ) . easy enjoyable flight - !",0.35340909090909095,positive
"crew amazing attentive , nothing missed . definitely choose ba future . also praise food . choice sufficient delicious short business flight",0.3333333333333333,positive
"ba , subsequent delay postponed departure time , initial 20:35 23:00 , passenger gathering already assigned gate , crew ready board aircraft ready outside , decided cancel flight . reason provided intercom : absence pilot . passenger told hotel could booked everyone ( note , ’ follow ) . rage mounted amongst u , brit done without response . others reason insist , till 1 . crew kept saying rebooking possible apart automated one ( expected u cross europe get destination ) hotel booking power either . well : liar . hour pushing raging , one person came hotel booking roughly 30 u kept fighting . liar also another reason : one angel told u way rebooked . one took apart suggested way , worked . meant breaking “ rule ” made mess , sort . 3 hour sleep 24 hour managed get back ’ 100 % committed avoid ba much shall able . clerk told impossible working cut save money , company run pretty bad financial water . hub heathrow almost presence passenger , checking bag bag drop spending hour phone expense ba mess frequently lately . ’ pity seeing decay , time change leadership team ceo .",-0.03395833333333332,negative
"flight cancelled due bad weather , ba contacted email immediately provided alternative booking well link suggestion different flight n't convenient . clicked link assisted promptly service rep rebooked sent detail within minute . great customer service ba .... well done .",-0.00624999999999995,negative
"british airway oversold lhr lax flight ; booked month advance paid full actually paid $ 1000 extra fly airbus a380 . tried check online day flight , got unknown system error ’ check . arrived lhr 3.5 hour early ; none ba kiosk worked , manual check understaffed ba staff unhelpful . insane queue time ; lot frustrated passenger line . denied boarding gate flight oversold , explanation , apology , constantly ignored ba staff ’ patience listen situation helpful . finally gate manager book alternate flight paris cdg , supposedly connect air france flight . get cdg told air france flight full ; idea ba manager bumped af flight ’ also full ! ’ insult injury bumped twice ! went ba desk cdg , help told u call ba ’ even provide phone number ; told u look online . top luggage lost somewhere ba af paris cdg . ’ american citizen speak perfect english , feel completely humiliated treated like second class citizen multiple ba staff whole ordeal . mostly ignore bounce one counter another without even trying listen problem . zero accountability . never ever fly ba ! absolute worst travel experience life .",0.10949519230769232,positive
